col0,col1,col2,col3,col4,col5
Sarmizegetusa Regia,Grădiștea de Munte,dava,Romania,Orăștioara de Sus,historic monument
Dacian fortress of Crizbav,Crizbav,dava,Romania,Brașov County,historic monument
Apulon,Craiva,dava,Romania,Alba,historic monument
Dacian fortress of Crăsanii de Jos,Crăsanii de Jos,dava,Romania,Ialomița County,historic monument
Dacian fortress of Racoș,Racoș,dava,Romania,Brașov County,historic monument
Dacian fortress of Cernat,Cernat,dava,Romania,Covasna County,historic monument
Dacian fortress of Bucium,Bucium,dava,Romania,Hunedoara County,historic monument
Dacian fortress of Bocșa,Bocșa,dava,Romania,Caraș-Severin County,historic monument
Dacian fortress of Băleni-Români,Băleni-Români,dava,Romania,Dâmbovița County,historic monument
Dacian fortress of Augustin,Ormeniș,dava,Romania,Brașov County,historic monument
