col0,col1,col2,col3
2000 Israeli Badminton Championships,Israeli Badminton Championships,national championship,1999 Israeli Badminton Championships
1999 Israeli Badminton Championships,Israeli Badminton Championships,national championship,1998 Israeli Badminton Championships
1998 Israeli Badminton Championships,Israeli Badminton Championships,national championship,1997 Israeli Badminton Championships
1997 Israeli Badminton Championships,Israeli Badminton Championships,national championship,1996 Israeli Badminton Championships
1996 Israeli Badminton Championships,Israeli Badminton Championships,national championship,1995 Israeli Badminton Championships
1995 Israeli Badminton Championships,Israeli Badminton Championships,national championship,1994 Israeli Badminton Championships
1994 Israeli Badminton Championships,Israeli Badminton Championships,national championship,1993 Israeli Badminton Championships
1993 Israeli Badminton Championships,Israeli Badminton Championships,national championship,1992 Israeli Badminton Championships
1992 Israeli Badminton Championships,Israeli Badminton Championships,national championship,1991 Israeli Badminton Championships
1991 Israeli Badminton Championships,Israeli Badminton Championships,national championship,1990 Israeli Badminton Championships
