col0,col1,col2,col3
Rack Unit,Randall Munroe,Geese,beehive
Landing,Randall Munroe,Meta-Analysis,Rosetta
Fish,Randall Munroe,Turbine,Fermi paradox
Turnabout,Randall Munroe,Chemistry,retroreflector
Heartbleed,Randall Munroe,Heartbleed Explanation,Heartbleed
Workflow,Randall Munroe,Steroids,workflow
Habitable Zone,Randall Munroe,Realistic Criteria,circumstellar habitable zone
Heatmap,Randall Munroe,Rubber and Glue,heat map
Sky Color,Randall Munroe,Honest,Rayleigh scattering
Exoplanets,Randall Munroe,Seventies,extrasolar planet
License Plate,Randall Munroe,ADD,vehicle registration plate
Feathers,Randall Munroe,License Plate,dinosaur
Mnemonics,Randall Munroe,Brand Identity,planetary mnemonic
Tumblr,Randall Munroe,Compare and Contrast,dungeon
Set Theory,Randall Munroe,Privacy,set theory
