col0,col1,col2,col3,col4
Grand Prix de Wallonie 1999,Léon van Bon,road bicycle racing,1999-05-13,Grand Prix de Wallonie 1998
Grand Prix de Wallonie 1998,Udo Bölts,road bicycle racing,1998-05-21,Grand Prix de Wallonie 1997
Grand Prix de Wallonie 1997,Dimitri Konyshev,road bicycle racing,1997-03-31,Grand Prix de Wallonie 1996
Grand Prix de Wallonie 1996,Franco Ballerini,road bicycle racing,1996-05-16,Grand Prix de Wallonie 1995
Grand Prix de Wallonie 1995,Andrea Chiurato,road bicycle racing,1995-05-25,Grand Prix de Wallonie 1994
Grand Prix de Wallonie 1994,Udo Bölts,road bicycle racing,1994-05-12,Grand Prix de Wallonie 1993
Grand Prix de Wallonie 1993,Mario De Clercq,road bicycle racing,1993-05-20,Grand Prix de Wallonie 1992
Grand Prix de Wallonie 1992,Danny Nelissen,road bicycle racing,1992-05-28,Grand Prix de Wallonie 1991
Grand Prix de Wallonie 1991,Johan Bruyneel,road bicycle racing,1991-05-09,Grand Prix de Wallonie 1990
Grand Prix de Wallonie 1990,Michel Dernies,road bicycle racing,1990-05-24,Grand Prix de Wallonie 1989
Grand Prix de Wallonie 1989,Thomas Wegmüller,road bicycle racing,1989-05-04,Grand Prix de Wallonie 1988
