col0,col1,col2,col3
Supercopa Argentina,1,Torneos y Competencias,2
Supercoppa Italiana,1,Lega Serie A,2
Supercopa MX,1,Mexican Football Federation,2
Campeón de Campeones,1,Mexican Football Federation,2
Superliga Colombiana,1,División Mayor del Fútbol Profesional Colombiano,2
Moldovan Super Cup,1,Football Association of Moldova,2
Szuperkupa,1,Hungarian Football Federation,2
Maltese Super Cup,1,Malta Football Association,2
Turkish Super Cup,1,Turkish Football Federation,2
Slovenian Supercup,1,Football Association of Slovenia,2
Slovak Super Cup,1,Slovak Football Association,2
Israel Super Cup,1,Israel Football Association,2
