col0,col1,col2,col3
Oola,Ryloth,Star Wars Episode VI: Return of the Jedi,dancer
Jacen Solo,Coruscant,The Last Command,healer
Mara Jade,Coruscant,Heir to the Empire,aircraft pilot
Luke Skywalker,Tatooine,Star Wars Episode IV: A New Hope,aircraft pilot
Mara Jade,Coruscant,Heir to the Empire,hunter
Mon Mothma,Chandrila,Star Wars Episode VI: Return of the Jedi,rebel
General Madine,Corellia,Star Wars Episode VI: Return of the Jedi,rebel
Biggs Darklighter,Tatooine,Star Wars Episode IV: A New Hope,rebel
Palpatine,Naboo,Star Wars Episode V: The Empire Strikes Back,ruler
Jaina Solo,Coruscant,The Last Command,mechanic
Jacen Solo,Coruscant,The Last Command,mechanic
Han Solo,Corellia,Star Wars Episode IV: A New Hope,mechanic
Chewbacca,Kashyyyk,Star Wars Episode IV: A New Hope,mechanic
Darth Vader,Tatooine,Star Wars Episode IV: A New Hope,mechanic
Luke Skywalker,Tatooine,Star Wars Episode IV: A New Hope,mechanic
