col0,col1,col2,col3
City of London,district of the United Kingdom,London,London Borough of Camden
Downtown Washington,"neighborhood of Washington, D.C.","Washington, D.C.",West End
Śródmieście,city district,Warsaw,Żoliborz
La Défense,financial centre,Hauts-de-Seine,Nanterre
City of London,financial centre,London,London Borough of Camden
Chicago Loop,community area in Chicago,Chicago,Near North Side
Downtown Cleveland,central business district,Cleveland,Ohio City
Downtown Calgary,central business district,Alberta,"Downtown West End, Calgary"
Downtown Washington,central business district,"Washington, D.C.",West End
Darwin,central business district,Northern Territory,Larrakeyah
"Central Business District, Saskatoon",central business district,Saskatoon,"Riversdale, Saskatoon"
