col0,col1,col2,col3
1st International Workshop on Visualization and Interaction for Ontologies and Linked Data,visualization,1st International Workshop on Visualization and Interaction for Ontologies and Linked Data,United States of America
Fourth International Workshop on Visualization and Interaction for Ontologies and Linked Data,visualization,Fourth International Workshop on Visualization and Interaction for Ontologies and Linked Data,United States of America
The 15th Workshop on Innovative Use of NLP for Building Educational Applications,natural language processing,The 15th Workshop on Innovative Use of NLP for Building Educational Applications,United States of America
First International Workshop on e-Commerce and NLP,natural language processing,First International Workshop on e-Commerce and NLP,United States of America
Second Workshop on Ethics in Natural Language Processing,natural language processing,Second Workshop on Ethics in Natural Language Processing,United States of America
"First Workshop on Trolling, Aggression and Cyberbullying",troll,"First Workshop on Trolling, Aggression and Cyberbullying",United States of America
Second Workshop on Ethics in Natural Language Processing,ethics,Second Workshop on Ethics in Natural Language Processing,United States of America
Wiki Workshop 2019,wiki,Wiki Workshop 2019,United States of America
2nd Workshop on Quality of Open Data,open data,2nd Workshop on Quality of Open Data,Spain
Third Workshop on NLP for Internet Freedom,disinformation,Third Workshop on NLP for Internet Freedom,Spain
"The 4th Joint SIGHUM Workshop on Computational Linguistics for Cultural Heritage, Social Sciences, Humanities and Literature",computational linguistics,"The 4th Joint SIGHUM Workshop on Computational Linguistics for Cultural Heritage, Social Sciences, Humanities and Literature",Spain
Third Workshop on NLP for Internet Freedom,censorship,Third Workshop on NLP for Internet Freedom,Spain
The 8th Workshop on Patent and Scientific Literature Translation,patent,The 8th Workshop on Patent and Scientific Literature Translation,Ireland
