col0,col1,col2,col3,col4
1949 Austrian legislative election,member of the National Council of Austria,Austrian legislative election,Austria,1945 Austrian legislative election
2006 Austrian legislative election,Federal Chancellor of Austria,Austrian legislative election,Austria,2002 Austrian legislative election
1970 Austrian legislative election,member of the National Council of Austria,Austrian legislative election,Austria,1966 Austrian legislative election
1979 Austrian legislative election,member of the National Council of Austria,Austrian legislative election,Austria,1975 Austrian legislative election
1986 Austrian legislative election,Federal Chancellor of Austria,Austrian legislative election,Austria,1983 Austrian legislative election
1959 Austrian legislative election,member of the National Council of Austria,Austrian legislative election,Austria,1956 Austrian legislative election
2019 Austrian legislative election,member of the National Council of Austria,snap election,Austria,2017 Austrian legislative election
2013 Austrian legislative election,member of the National Council of Austria,Austrian legislative election,Austria,2008 Austrian legislative election
1999 Austrian legislative election,Federal Chancellor of Austria,Austrian legislative election,Austria,1995 Austrian legislative election
1990 Austrian legislative election,Federal Chancellor of Austria,Austrian legislative election,Austria,1986 Austrian legislative election
1975 Austrian legislative election,member of the National Council of Austria,Austrian legislative election,Austria,1971 Austrian legislative election
1983 Austrian legislative election,Federal Chancellor of Austria,Austrian legislative election,Austria,1979 Austrian legislative election
1956 Austrian legislative election,member of the National Council of Austria,Austrian legislative election,Austria,1953 Austrian legislative election
2008 Austrian legislative election,member of the National Council of Austria,Austrian legislative election,Austria,2006 Austrian legislative election
1953 Austrian legislative election,member of the National Council of Austria,Austrian legislative election,Austria,1949 Austrian legislative election
