col0,col1,col2,col3
Gideon,astronomical object from the Star Trek multiverse,Star Trek multiverse,The Worlds of the Federation
Arret,astronomical object from the Star Trek multiverse,Star Trek multiverse,Star Trek Concordance
Triskelion,astronomical object from the Star Trek multiverse,Star Trek multiverse,Star Trek Fact Files
Lactra VII,astronomical object from the Star Trek multiverse,Star Trek multiverse,The Worlds of the Federation
Iotia,astronomical object from the Star Trek multiverse,Star Trek multiverse,The Worlds of the Federation
Eminiar VII,astronomical object from the Star Trek multiverse,Star Trek multiverse,The Worlds of the Federation
Ornara,astronomical object from the Star Trek multiverse,Star Trek multiverse,The Worlds of the Federation
Phylos II,astronomical object from the Star Trek multiverse,Star Trek multiverse,The Worlds of the Federation
Mantilles,astronomical object from the Star Trek multiverse,Star Trek multiverse,The Worlds of the Federation
Daran V,astronomical object from the Star Trek multiverse,Star Trek multiverse,The Worlds of the Federation
Merak II,astronomical object from the Star Trek multiverse,Star Trek multiverse,The Worlds of the Federation
Catulla,astronomical object from the Star Trek multiverse,Star Trek multiverse,The Worlds of the Federation
Antos IV,astronomical object from the Star Trek multiverse,Star Trek multiverse,The Worlds of the Federation
