col0,col1,col2,col3
1993 Tour de Pologne,road bicycle racing,1993-09-01,1992 Tour de Pologne
1974 Tour de Pologne,road bicycle racing,1974-09-07,1973 Tour de Pologne
1971 Tour de Pologne,road bicycle racing,1971-07-17,1970 Tour de Pologne
1967 Tour de Pologne,road bicycle racing,1967-09-15,1966 Tour de Pologne
1963 Tour de Pologne,road bicycle racing,1963-08-24,1962 Tour de Pologne
1961 Tour de Pologne,road bicycle racing,1961-07-23,1960 Tour de Pologne
1959 Tour de Pologne,road bicycle racing,1959-08-21,1958 Tour de Pologne
1953 Tour de Pologne,road bicycle racing,1953-09-13,1952 Tour de Pologne
1929 Tour de Pologne,road bicycle racing,1929-08-04,1928 Tour de Pologne
1994 Tour de Pologne,road bicycle racing,1994-09-04,1993 Tour de Pologne
