col0,col1,col2,col3
Fort Lincoln,NRHP contributing property,Fort Lincoln New Town,American Civil War
Fort Totten,NRHP contributing property,Fort Totten Park,American Civil War
Fort C. F. Smith,place listed on the National Register of Historic Places,Powder River Country,Red Cloud's War
Fort Jackson,National Historic Landmark,Triumph,Battle of Forts Jackson and St. Philip
Fort Bunker Hill,NRHP contributing property,Fort Bunker Hill Park,American Civil War
Fort Greble,NRHP contributing property,Shepherd Parkway,American Civil War
Fort DeRussy,NRHP contributing property,Rock Creek Park,American Civil War
Fort Mahan,NRHP contributing property,Fort Mahan Park,American Civil War
Fort Chaplin,NRHP contributing property,Fort Chaplin Park,American Civil War
Battery Carroll,NRHP contributing property,Shepherd Parkway,American Civil War
Fort Davis,NRHP contributing property,Fort Davis Park,American Civil War
Fort Reno,NRHP contributing property,Fort Reno Park,American Civil War
