col0,col1,col2,col3,col4
1993 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1992 English Badminton Championships,United Kingdom
1992 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1991 English Badminton Championships,United Kingdom
1976 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1975 English Badminton Championships,United Kingdom
1974 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1973 English Badminton Championships,United Kingdom
1973 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1972 English Badminton Championships,United Kingdom
2000 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1999 English Badminton Championships,United Kingdom
1998 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1997 English Badminton Championships,United Kingdom
1997 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1996 English Badminton Championships,United Kingdom
1996 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1995 English Badminton Championships,United Kingdom
2005 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,2004 English Badminton Championships,United Kingdom
