col0,col1,col2,col3,col4
"Sion Sodom, Abersoch",National Library of Wales,1880-01-01,A Welsh way of life: John Thomas photographs,digitization
St Clears fair,National Library of Wales,1898-11-01,A Welsh way of life: John Thomas photographs,digitization
"Sion Sodom, Abersoch",National Library of Wales,1880-01-01,A Welsh way of life: John Thomas photographs,analog photography
St Clears fair,National Library of Wales,1898-11-01,A Welsh way of life: John Thomas photographs,analog photography
"Mr Owen, the old bellringer of Llangollen",National Library of Wales,1875-01-01,A Welsh way of life: John Thomas photographs,collodion process
"The ""George"" at the quay in Trefriw",National Library of Wales,1875-01-01,A Welsh way of life: John Thomas photographs,collodion process
"Mr Owen, the old bellringer of Llangollen",National Library of Wales,1875-01-01,A Welsh way of life: John Thomas photographs,digitization
"The ""George"" at the quay in Trefriw",National Library of Wales,1875-01-01,A Welsh way of life: John Thomas photographs,digitization
"Residents of the almshouses, Cerrigydrudion",National Library of Wales,1900-01-01,A Welsh way of life: John Thomas photographs,digitization
"Mr Owen, the old bellringer of Llangollen",National Library of Wales,1875-01-01,A Welsh way of life: John Thomas photographs,analog photography
"The ""George"" at the quay in Trefriw",National Library of Wales,1875-01-01,A Welsh way of life: John Thomas photographs,analog photography
"Residents of the almshouses, Cerrigydrudion",National Library of Wales,1900-01-01,A Welsh way of life: John Thomas photographs,analog photography
