col0,col1,col2,col3
Kuşçular,985,Category:Tarsus District,mahalle
Çerçili,900,Erdemli District,mahalle
Çiftepınar,210,Erdemli District,mahalle
Karamollauşağı,1016,Şereflikoçhisar District,mahalle
Nasrettinhoca,860,Eskişehir Province,mahalle
Çayyolu,925,Çankaya,mahalle
Çerçili,900,Erdemli District,belde
Çiftepınar,210,Erdemli District,belde
Nasrettinhoca,860,Eskişehir Province,human settlement
Kayacı,660,Erdemli District,mahalle
Güneyli,1400,Erdemli District,mahalle
Çeşmeli,5,Mersin Province,mahalle
Çiriş,560,Erdemli District,mahalle
Çamlı,930,Erdemli District,mahalle
