col0,col1,col2,col3
Reformed church in Aluniș,Aluniș,Romania,Cluj County
Church in Izvoru Crișului,Izvoru Crișului,Romania,Cluj County
"Reformed church in Pălatca, Cluj",Pălatca,Romania,Cluj County
"Reformed church in Mihai Viteazu, Cluj",Mihai Viteazu,Romania,Cluj County
"Church of the Assumption in Sâmbăta de Sus, Brașov",Sâmbăta de Sus,Romania,Brașov County
"Lutheran church in Apața, Brașov",Apața,Romania,Brașov County
"Unitarian church in Ionești, Brașov",Ionești,Romania,Brașov County
"Franciscan Church, Făgăraș",Făgăraș,Romania,Brașov County
Saint Nicholas' church in Zărnești,Zărnești,Romania,Brașov County
Roman Catholic Church in Beiuș,Beiuș,Romania,Bihor County
"Church of the Presentation of Virgin Mary in Ceparii Ungureni, Argeș",Ceparii Ungureni,Romania,Arges
"Sân Nicoară Church, Curtea de Argeș",Curtea de Argeș,Romania,Arges
Saint Paraskeva's wooden church in Pitești,Pitești,Romania,Arges
"Holy Friday Church, Pitești",Pitești,Romania,Arges
