col0,col1,col2,col3
Boletín de Arte,Malaga,University of Málaga,Creative Commons Attribution–NonCommercial-ShareAlike
Archivo Español de Arqueología,Madrid,Spanish National Research Council,Creative Commons Attribution-NonCommercial
Chronic Stress,Thousand Oaks,SAGE Publishing,Creative Commons Attribution-NonCommercial
Studia Historica Historia Contemporanea,Salamanca,University of Salamanca,Creative Commons Attribution-NonCommercial-NoDerivatives
"Espacio, tiempo y forma. Serie V, Historia contemporánea",Madrid,National University of Distance Education,Creative Commons Attribution-NonCommercial
"Espacio, Tiempo y Forma. Serie III. Historia Medieval",Madrid,National University of Distance Education,Creative Commons Attribution-NonCommercial
"Espacio, Tiempo y Forma. Serie IV. Historia Moderna",Madrid,National University of Distance Education,Creative Commons Attribution-NonCommercial
Revista de Letras,São Paulo,Universidade Estadual Paulista,Creative Commons Attribution
Anales del Seminario de Historia de la Filosofía,Madrid,Complutense University of Madrid,Creative Commons Attribution
Memorias,Barranquilla,"Universidad del Norte, Colombia",Creative Commons Attribution
