col0,col1,col2,col3
Krasnoselsky District,48534,district of Moscow,Moscow
Meshchansky District,60778,district of Moscow,Moscow
Strogino District,159973,district of Moscow,Moscow
Mitino District,192876,district of Moscow,Moscow
Maryina roshcha District,67367,district of Moscow,Moscow
Bibirevo District,160053,district of Moscow,Moscow
Pokrovskoye-Streshnevo District,58299,district of Moscow,Moscow
Marfino District,35196,district of Moscow,Moscow
Yaroslavsky District,97859,district of Moscow,Moscow
Alexeyevsky District,80391,district of Moscow,North-Eastern Administrative Okrug
Severnoye Medvedkovo District,127451,district of Moscow,Moscow
Babushkinsky District,88296,district of Moscow,Moscow
Losinoostrovsky District,82869,district of Moscow,Moscow
Dmitrovsky District,93217,district of Moscow,Moscow
