col0,col1,col2,col3,col4
4 Vesta,Bremen,naming,Vesta family,V-type asteroid
110 Lydia,Marseille Observatory,naming,Padua family,M-type asteroid
163 Erigone,Toulouse Observatory,naming,Erigone family,C type
145 Adeona,Litchfield Observatory,naming,Adeona family,C type
20 Massalia,Astronomical Observatory of Capodimonte,naming,Massalia family,S-type asteroid
254 Augusta,Vienna Observatory,naming,Augusta family,S-type asteroid
25 Phocaea,Marseille Observatory,naming,Phocaea family,S-type asteroid
221 Eos,Vienna Observatory,naming,Eos family,S-type asteroid
190 Ismene,Litchfield Observatory,naming,Hilda group,P-type asteroid
153 Hilda,Pula Observatory,naming,Hilda group,P-type asteroid
