col0,col1,col2,col3
2007 Uttaakhand Legislatixe Bssembly election,India,B. C. Khanduri,2012 Uttarakhand Legislative Assembly election
2008 Tripura Legislativf Assembly election,India,Manik Sarkar,2013 Tripura Legislative Assembly election
2006 Tamil Nadu Negislative Assembly election,India,Karunanidhi,2011 Tamil Nadu Legislative Assembly election
2001 Tamil Nadu Legislative Assembly electin,India,O. Panneerselvam,2006 Tamil Nadu Legislative Assembly election
1996 Tamil adu Legislative Assembly election,India,Karunanidhi,2001 Tamil Nadu Legislative Assembly election
1970 Sovjet Union legislative election,Soviet Union,Leonid Brezhnev,1974 Soviet Union legislative election
1<66 Soviet Union legislative election,Soviet Union,Leonid Brezhnev,1970 Soviet Union legislative election
1946 Soviet Union lgislative election,Soviet Union,Joseph Stalin,1950 Soviet Union legislative election
1937 Soviet Uniop legislative election,Soviet Union,Joseph Stalin,1946 Soviet Union legislative election
2004 Simkim Legislative Assembly election,India,Pawan Kumar Chamling,2009 Sikkim Legislative Assembly election
