col0,col1,col2,col3,col4
1996 Polish Badminton Championships,national championship,Suwałki,WikiProject Badminton/tournament focus list,Polish Badminton Championships
1995 Polish Badminton Championships,national championship,Rzeszów,WikiProject Badminton/tournament focus list,Polish Badminton Championships
1994 Polish Badminton Championships,national championship,Gmina Mielno,WikiProject Badminton/tournament focus list,Polish Badminton Championships
1993 Polish Badminton Championships,national championship,Kraków,WikiProject Badminton/tournament focus list,Polish Badminton Championships
1991 Polish Badminton Championships,national championship,Suwałki,WikiProject Badminton/tournament focus list,Polish Badminton Championships
1989 Polish Badminton Championships,national championship,Suwałki,WikiProject Badminton/tournament focus list,Polish Badminton Championships
1986 Polish Badminton Championships,national championship,Koszalin,WikiProject Badminton/tournament focus list,Polish Badminton Championships
1984 Polish Badminton Championships,national championship,Warsaw,WikiProject Badminton/tournament focus list,Polish Badminton Championships
1982 Polish Badminton Championships,national championship,Warsaw,WikiProject Badminton/tournament focus list,Polish Badminton Championships
1981 Polish Badminton Championships,national championship,Wrocław,WikiProject Badminton/tournament focus list,Polish Badminton Championships
