col0,col1,col2,col3,col4
Fiat Tipo,1905276,presentation,petrol engine,Fiat
Autobianchi Y10,1133774,presentation,petrol engine,Fiat
Autobianchi Bianchina,301300,presentation,petrol engine,Fiat
Alfa Romeo Montreal,3925,presentation,petrol engine,Alfa Romeo
Alfa Romeo 2600,11453,presentation,petrol engine,Alfa Romeo
BMW 3 Series (E46),3266885,presentation,petrol engine,BMW
BMW 3 Series,1354958,presentation,petrol engine,BMW
Glas GT,6635,presentation,petrol engine,Glas
Glas 1004,40703,presentation,petrol engine,Glas
Glas 1700,13791,presentation,petrol engine,Glas
