col0,col1,col2,col3,col4
Mor-Val Hosiery Mill,East First Street,Denton,United States of America,place listed on the National Register of Historic Places
Hannah Pickett Mill No. 1,300 King Edward Street,Rockingham,United States of America,place listed on the National Register of Historic Places
Hollar Hosiery Mills-Knit Sox Knitting Mills,883 Highland Avenue Southeast,Hickory,United States of America,place listed on the National Register of Historic Places
Whisnant Hosiery Mills,74 8th Street Southeast,Hickory,United States of America,place listed on the National Register of Historic Places
Lyerly Full Fashioned Mill,310 Main Avenue Way SE,Hickory,United States of America,place listed on the National Register of Historic Places
Deep River-Columbia Manufacturing Company,Main Street,Ramseur,United States of America,place listed on the National Register of Historic Places
Hudson Cotton Manufacturing Company,447 Main Street,Hudson,United States of America,place listed on the National Register of Historic Places
Easley Mill,601 South 5th Street,Easley,United States of America,place listed on the National Register of Historic Places
Garrou-Morganton Full-Fashioned Hosiery Mills,101 and 105 Lenoir Street,Morganton,United States of America,place listed on the National Register of Historic Places
Bellevue Manufacturing Company,Nash Street,Hillsborough,United States of America,place listed on the National Register of Historic Places
Belknap-Sulloway Mill,25 Beacon Street East,Laconia,United States of America,place listed on the National Register of Historic Places
