col0,col1,col2,col3,col4
Cowek,Indonesia,fourth-level administrative division in Indonesia,UTC+07:00,Purwodadi
Coper,Indonesia,fourth-level administrative division in Indonesia,UTC+07:00,Jetis
Jatijejer,Indonesia,desa,UTC+07:00,Trawas
Jatigembol,Indonesia,desa,UTC+07:00,Kedunggalar
Jatigunung,Indonesia,desa,UTC+07:00,Tulakan
Jatigono,Indonesia,desa,UTC+07:00,Kunir
Jatigedong,Indonesia,desa,UTC+07:00,Ploso
Jatiduku,Indonesia,desa,UTC+07:00,Gondang
Jatiduwur,Indonesia,desa,UTC+07:00,Kesamben
Jatidowo,Indonesia,desa,UTC+07:00,Rejotangan
Jatibogor,Indonesia,desa,UTC+07:00,Suradadi
Jatiarjo,Indonesia,desa,UTC+07:00,Prigen
Jatian,Indonesia,desa,UTC+07:00,Pakusari
Jatialunalun,Indonesia,desa,UTC+07:00,Prambon
Jati Kulon,Indonesia,desa,UTC+07:00,Jati
