col0,col1,col2,col3,col4
Goshen County,United States of America,Goshen Hole,Goshen County,5781
Washakie County,United States of America,Washakie,Washakie County,5809
Platte County,United States of America,North Platte River,Platte County,5467
Sweetwater County,United States of America,Sweetwater River,Sweetwater County,27172
Niobrara County,United States of America,Niobrara River,Niobrara County,6806
Crook County,United States of America,George Crook,Crook County,7435
Laramie County,United States of America,Jacques La Ramee,Laramie County,6961
Uinta County,United States of America,Uinta Mountains,Uinta County,5407
Sublette County,United States of America,William Sublette,Sublette County,12783
Big Horn County,United States of America,Big Horn Mountains,Big Horn County,8162
