col0,col1,col2,col3
Hurricane Patricia,Northeast Pacific Basin,2015-10-24,2015 Pacific hurricane season
Hurricane Willa,North-East Pacific Ocean,2018-10-24,Pacific hurricane
Hurricane Walaka,North-East Pacific Ocean,2018-10-06,Pacific hurricane
Hurricane Lane,North-East Pacific Ocean,2018-08-29,Pacific hurricane
Hurricane Marie,North-East Pacific Ocean,2014-09-02,Pacific hurricane
Hurricane Genevieve,North-East Pacific Ocean,2014-08-14,Pacific hurricane
Hurricane Gilma,North-East Pacific Ocean,1994-07-31,Pacific hurricane
Hurricane Emilia,North-East Pacific Ocean,1994-07-25,Pacific hurricane
Hurricane Ava,North-East Pacific Ocean,1973-06-12,Pacific hurricane
Hurricane Anita,North-East Pacific Ocean,1977-09-04,Pacific hurricane
