col0,col1,col2,col3
Enying District,Enying,Template:Enying District,12668
Dunaújváros District,Dunaújváros,Template:Dunaújváros District,93625
Dunakeszi  District,Dunakeszi,Template:Dunakeszi District,78757
Derecske  District,Derecske,Template:Derecske District,41533
Csurgó District,Csurgó,Template:Csurgó District,16807
Csongrád  District,Csongrád,Template:Csongrád District,22633
Cegléd  District,Cegléd,Template:Cegléd District,89261
Bélapátfalva District,Bélapátfalva,Template:Bélapátfalva District,8710
Békéscsaba  District,Békéscsaba,Template:Békéscsaba District,85454
Budakeszi  District,Budakeszi,Template:Budakeszi District,84646
Bicske District,Bicske,Template:Bicske District,34786
Berettyóújfalu  District,Berettyóújfalu,Template:Berettyóújfalu District,43635
