col0,col1,col2,col3
Lexie Lou,Canada,Sligo Bay,horse racing
Gormley,United States of America,Malibu Moon,horse racing
Almandin,New Zealand,Monsun,horse racing
Roy H,United States of America,More Than Ready,horse racing
Forever Unbridled,United States of America,Unbridled's Song,horse racing
Oscar Performance,United States of America,Kitten's Joy,horse racing
Samitar,United States of America,Rock of Gibraltar,horse racing
Good Magic,United States of America,Curlin,horse racing
Most Happy Fella,United States of America,Meadow Skipper,horse racing
More So,United States of America,Ballymore,horse racing
Gunnevera,United States of America,Dialed In,horse racing
Tamarkuz,United States of America,Speightstown,horse racing
