col0,col1,col2,col3
Bundaberg Region,92897,Bundaberg Regional Council,Australia
Toowoomba Region,160779,Toowoomba Regional Council,Australia
Redland City,147010,Redland City Council,Australia
Maranoa Region,12666,Maranoa Regional Council,Australia
Shire of Diamantina,291,Diamantina Shire Council,Australia
Shire of Winton,1134,Winton Shire Council,Australia
Aboriginal Shire of Napranum,957,Napranum Aboriginal Shire Council,Australia
Moreton Bay Region,425302,Moreton Bay Regional Council,Australia
Lockyer Valley Region,38609,Lockyer Valley Regional Council,Australia
Shire of Douglas,11714,Douglas Shire Council,Australia
Central Highlands Region,27999,Central Highlands Regional Council,Australia
Shire of Carpentaria,1958,Carpentaria Shire Council,Australia
