col0,col1,col2,col3
Taohe,People's Republic of China,Penyao,Xichuan County
Niuchehe,People's Republic of China,Dazhuangping,Taoyuan County
Humeixiang,People's Republic of China,Jacai,Datian County
Jiaojiazhuang,People's Republic of China,Liqian,Yongchang County
Pandu,People's Republic of China,Gui'an,Lianjiang County
"Xiangshan Township, Zhongwei",People's Republic of China,"Huangquan, Xiangshan Township, Zhongwei",Shapotou District
Jingjiu,People's Republic of China,Heying,Xichang
Zhaobi,People's Republic of China,Lijiapo,Xiyang County
Xuekulue,People's Republic of China,Xuekulue,Shanyin County
Yangjiao,People's Republic of China,Yangjiao,Zuoquan County
