col0,col1,col2,col3
"Elbauen, Schnackenburg-Lauenburg",Ramsar site,1976-02-26,Germany
"Niederelbe, Barnkrug-Otterndorf",Ramsar site,1976-02-26,Germany
"Wattenmeer, Ostfriesisches Wattenmeer & Dollart",Ramsar site,1976-02-26,Germany
"Unterer Inn, Haiming-Neuhaus",Ramsar site,1976-02-26,Germany
Weserstaustufe Schlüsselburg,Ramsar site,1983-10-28,Germany
Ismaninger Speichersee & Fischteichen,Ramsar site,1976-02-26,Germany
"Wattenmeer, Jadebusen & westliche Wesermündung",Ramsar site,1976-02-26,Germany
Donauauen & Donaumoos,Ramsar site,1976-02-25,Germany
Rheinauen zwischen Eltville und Bingen,Ramsar site,1976-01-01,Germany
Bafing-Falémé Ramsar Site,Ramsar site,2007-01-01,Guinea
