col0,col1,col2,col3,col4
Horka,house,part of municipality in the Czech Republic,Proseč pod Ještědem,Bohemia
Milčeves,house,cadastral area in the Czech Republic,Žatec,Bohemia
Rovina,house,part of municipality in the Czech Republic,Počepice,Bohemia
Perky,house,part of municipality in the Czech Republic,Častrov,Bohemia
Libíč,house,part of municipality in the Czech Republic,Český Dub,Bohemia
Libořezy,house,part of municipality in the Czech Republic,Stříbřec,Bohemia
Libíč,house,cadastral area in the Czech Republic,Český Dub,Bohemia
Horatitz,house,part of municipality in the Czech Republic,Žiželice,Bohemia
Nova Kyselka,house,cadastral area in the Czech Republic,Kyselka,Bohemia
Třebiště,house,part of municipality in the Czech Republic,Skalice,Bohemia
