col0,col1,col2,col3
Priorlinde,Germany,linden tree,Priorei
Luitpold oak,Germany,Naturdenkmal in Germany,Roemershag
Priorlinde,Germany,Tilia platyphyllos,Priorei
Luitpold oak,Germany,Quercus rubra,Roemershag
Thielstein,Germany,Naturdenkmal in Germany,Dahlem
Naturdenkmal Ehrenhain am Fennpfuhl,Germany,Naturdenkmal in Germany,Britz
Naturdenkmal Klarpfuhl,Germany,Naturdenkmal in Germany,Rudow
Thielstein,Germany,glacial erratic,Dahlem
Naturdenkmal Ehrenhain am Fennpfuhl,Germany,glacial erratic,Britz
Zerr-Eiche Albertinenstraße 6-8 Berlin-Weißensee,Germany,Quercus cerris,Weissensee
Naturdenkmal Trauben-Eiche Friedhof Lilienthalstraße,Germany,Naturdenkmal in Germany,Neukölln
Stieleiche,Germany,Naturdenkmal in Germany,Karlshorst
