col0,col1,col2,col3
ankerite,trigonal crystal system,Wilhelm Karl Ritter von Haidinger,auxiliary status: published before 1959
calomel,tetragonal crystal system,Théodore de Mayerne,grandfathered mineral (G)
ankerite,trigonal crystal system,Wilhelm Karl Ritter von Haidinger,grandfathered mineral (G)
mordenite,orthorhombic crystal system,Henry How,approved mineral and/or valid name (A)
seamanite,orthorhombic crystal system,Arthur Edmund Seaman,grandfathered mineral (G)
perovskite,orthorhombic crystal system,Gustav Rose,grandfathered mineral (G)
nollmotzite,monoclinic crystal system,Markus Noller,approved mineral and/or valid name (A)
ashoverite,tetragonal crystal system,Stephen A. Rust,approved mineral and/or valid name (A)
downeyite,tetragonal crystal system,"Wayne F. Downey, Jr.",approved mineral and/or valid name (A)
timroseite,orthorhombic crystal system,Timothy R. Rose,approved mineral and/or valid name (A)
fassinaite,orthorhombic crystal system,Bruno Fassina,approved mineral and/or valid name (A)
roselite,monoclinic crystal system,Armand Lévy,grandfathered mineral (G)
