col0,col1,col2,col3,col4
White Witch,Naltor,Curt Swan,female,witch in fantasy fiction and games
Hawkman,Thanagar,Graham Nolan,male,supervillain
Esper Lass,Titan,Jim Shooter,male,supervillain
Hawkman,Thanagar,Tony Isabella,male,supervillain
Ol-Vir,Daxam,Keith Giffen,male,supervillain
Hawkman,Thanagar,John Ostrander,male,supervillain
Ol-Vir,Daxam,Paul Levitz,male,supervillain
Esper Lass,Titan,Mike Grell,male,supervillain
Hawkman,Thanagar,Joe Kubert,male,archaeologist
Byth,Thanagar,Joe Kubert,male,thief
Tyr,Tyrraz,Dave Cockrum,male,warrior
Hawkman,Thanagar,Joe Kubert,male,curator
Byth,Thanagar,Joe Kubert,male,official
