col0,col1,col2,col3,col4,col5
Pierre-De Saurel Regional County Municipality,Saint-Robert,51077,639,Montérégie,1982-01-01
Vaudreuil-Soulanges Regional County Municipality,Saint-Polycarpe,149349,1019.7,Montérégie,1982-04-14
Le Haut-Richelieu Regional County Municipality,Saint-Paul-de-l'Île-aux-Noix,119590,999.7,Montérégie,1982-01-01
Pierre-De Saurel Regional County Municipality,Saint-David,51077,639,Montérégie,1982-01-01
Vaudreuil-Soulanges Regional County Municipality,Saint-Clet,149349,1019.7,Montérégie,1982-04-14
Le Haut-Richelieu Regional County Municipality,Saint-Alexandre,119590,999.7,Montérégie,1982-01-01
Pierre-De Saurel Regional County Municipality,Saint-Aimé,51077,639,Montérégie,1982-01-01
Vaudreuil-Soulanges Regional County Municipality,Pointe-Fortune,149349,1019.7,Montérégie,1982-04-14
Le Haut-Richelieu Regional County Municipality,Mont-Saint-Grégoire,119590,999.7,Montérégie,1982-01-01
Pierre-De Saurel Regional County Municipality,Massueville,51077,639,Montérégie,1982-01-01
Vaudreuil-Soulanges Regional County Municipality,Les Coteaux,149349,1019.7,Montérégie,1982-04-14
Le Haut-Richelieu Regional County Municipality,Saint-Georges-de-Clarenceville,119590,999.7,Montérégie,1982-01-01
