col0,col1,col2,col3,col4,col5
2018 Triptyque des Monts et Châteaux,Will Barta,AGO-Aqua Service 2018,road bicycle racing,EFC-L&R-Vulsteke,Stan Dewulf
2016 Triptyque des Monts et Châteaux,Verandas Willems 2016,Verandas Willems-Crabbé-CC Chevigny 2016,road bicycle racing,Klein Constantia 2016,Mads Würtz Schmidt
2018 Triptyque des Monts et Châteaux,Will Barta,AGO-Aqua Service 2018,road bicycle racing,Hagens Berman Axeon 2018,Stan Dewulf
2016 Triptyque des Monts et Châteaux,Brecht Dhaene,Klein Constantia 2016,road bicycle racing,Verandas Willems 2016,Brecht Dhaene
2018 Triptyque des Monts et Châteaux,Will Barta,Verandas Willems-Crabbé-CC Chevigny,road bicycle racing,United CT Sint-Truiden,Will Barta
2016 Triptyque des Monts et Châteaux,Adrien Costa,T.Palm-Pôle Continental Wallon 2016,road bicycle racing,Verandas Willems 2016,Adrien Costa
2018 Triptyque des Monts et Châteaux,Hagens Berman Axeon 2018,Verandas Willems-Crabbé-CC Chevigny,road bicycle racing,EFC-L&R-Vulsteke,Tom Wirtgen
2016 Triptyque des Monts et Châteaux,Mads Würtz Schmidt,Klein Constantia 2016,road bicycle racing,Klein Constantia 2016,Mads Würtz Schmidt
2018 Triptyque des Monts et Châteaux,Jasper Philipsen,T.Palm-Pôle Continental Wallon,road bicycle racing,EFC-L&R-Vulsteke,Tom Wirtgen
2016 Triptyque des Monts et Châteaux,Adrien Costa,Verandas Willems 2016,road bicycle racing,Verandas Willems 2016,Mads Würtz Schmidt
