col0,col1,col2,col3
Churchyard cross at the Church of the Holy Rood,cemetery cross,scheduled monument,United Kingdom
Churchyard cross in Holy Rood churchyard,cemetery cross,scheduled monument,United Kingdom
Churchyard cross at Ampney St Peter,cemetery cross,scheduled monument,United Kingdom
Churchyard cross in St Mary's churchyard,cemetery cross,scheduled monument,United Kingdom
Churchyard cross in St Michael's churchyard,cemetery cross,scheduled monument,United Kingdom
"Churchyard cross, St Margaret's churchyard, Somersby",cemetery cross,scheduled monument,United Kingdom
"Churchyard cross, St Peter's churchyard",cemetery cross,scheduled monument,United Kingdom
"Churchyard cross, St Nicholas's churchyard",cemetery cross,scheduled monument,United Kingdom
"Churchyard cross, Old Church",cemetery cross,scheduled monument,United Kingdom
"Churchyard cross, All Saints churchyard",cemetery cross,scheduled monument,United Kingdom
