col0,col1,col2,col3
Cone fragment-AO 12779,-3000-01-01T00:00:00Z,terracotta,clay tablet
Archaic land sale contract-AO 2753,-2599-01-01T00:00:00Z,limestone,clay tablet
Cone with inscriptions about house sale-AO 13239,-2379-01-01T00:00:00Z,clay,clay tablet
ID badge of a guard-AO 4196,-2349-01-01T00:00:00Z,clay,clay tablet
Tablet of archives-AO 13322,-2349-01-01T00:00:00Z,clay,clay tablet
Tablet about goats and sheeps-AO 13456,-2349-01-01T00:00:00Z,clay,clay tablet
Tablet about donkeys-AO 13300,-2359-01-01T00:00:00Z,clay,clay tablet
Label for a tablet basket-AO 4652,-2379-01-01T00:00:00Z,clay,clay tablet
Tablet about fruits-AO 13313,-2349-01-01T00:00:00Z,clay,clay tablet
Contract for land sale-N III 3157,-0709-01-01T00:00:00Z,clay,clay tablet
Tablet of archives-AO 13261,-2369-01-01T00:00:00Z,clay,clay tablet
Prologue of the code of Hammurabi,-1779-01-01T00:00:00Z,clay,clay tablet
