col0,col1,col2,col3
Maria-sama ga Miteru,novel,2004-01-01,Keiko Aizawa
Boku wa Tomodachi ga Sukunai,novel,2009-01-01,Ryoka Yuzuki
Spice and Wolf,fantasy anime and manga,2008-01-01,Akeno Watanabe
Code Geass,mecha,2006-01-01,Akeno Watanabe
Spice and Wolf,visual novel,2008-01-01,Akeno Watanabe
Code Geass,visual novel,2006-01-01,Akeno Watanabe
Boku wa Tomodachi ga Sukunai,novel,2009-01-01,Katsuyuki Konishi
Spice and Wolf,visual novel,2008-01-01,Aki Toyosaki
Infinite Stratos,romance anime and manga,2011-01-01,Yōko Hikasa
Code Geass,drama anime and manga,2006-01-01,Yōko Hikasa
Infinite Stratos,comedy anime and manga,2011-01-01,Yōko Hikasa
Code Geass,school anime and manga,2006-01-01,Yōko Hikasa
Infinite Stratos,mecha,2011-01-01,Yōko Hikasa
