col0,col1,col2,col3,col4
2011 British Grand Prix,auto racing,Fernando Alonso,Silverstone Circuit,United Kingdom
2010 British Grand Prix,auto racing,Fernando Alonso,Silverstone Circuit,United Kingdom
1995 British Grand Prix,auto racing,Damon Hill,Silverstone Circuit,United Kingdom
1994 British Grand Prix,auto racing,Damon Hill,Silverstone Circuit,United Kingdom
1993 British Grand Prix,auto racing,Damon Hill,Silverstone Circuit,United Kingdom
1992 British Grand Prix,auto racing,Nigel Mansell,Silverstone Circuit,United Kingdom
1991 British Grand Prix,auto racing,Nigel Mansell,Silverstone Circuit,United Kingdom
1990 British Grand Prix,auto racing,Nigel Mansell,Silverstone Circuit,United Kingdom
1989 British Grand Prix,auto racing,Nigel Mansell,Silverstone Circuit,United Kingdom
1988 British Grand Prix,auto racing,Nigel Mansell,Silverstone Circuit,United Kingdom
1987 British Grand Prix,auto racing,Nigel Mansell,Silverstone Circuit,United Kingdom
