col0,col1,col2,col3
"Skirling, Scottish Borders",Scottish Borders,civil parish,United Kingdom
Simón Bolívar,Santa Elena Canton,civil parish,Ecuador
Penosiños,Gomesende,civil parish,Spain
Aberffraw Civil Parish,Isle of Anglesey,civil parish,United Kingdom
Stanninghall,Horstead with Stanninghall,geographic location,United Kingdom
"Skirling, Scottish Borders",Scottish Borders,village,United Kingdom
Santiago de Mondoñedo,Mondoñedo,parish of Galicia,Spain
San Xoán de Cabanelas,O Carballiño,parish of Galicia,Spain
Piño,A Pobra do Brollón,parish of Galicia,Spain
"A Rigueira, Xove",Xove,parish of Galicia,Spain
Goián,Tomiño,parish of Galicia,Spain
"Figueiras, Santiago de Compostela",Santiago de Compostela,parish of Galicia,Spain
