col0,col1,col2,col3
Hervormde pastorie,Rijksmonument,Kerkstraat,Zuidhorn
"Gronsvelder Kerkplein 4, Gronsveld",Rijksmonument,Gronsvelder Kerkplein,Gronsveld
"Bisschop Zwijsenstraat 3, Tilburg",Rijksmonument,Bisschop Zwijsenstraat,Tilburg
"Sint Bavostraat 7, Rijsbergen",Rijksmonument,Sint Bavostraat,Rijsbergen
"Raadhuisstraat 10, Oirsbeek",Rijksmonument,Raadhuisstraat,Oirsbeek
Hervormde pastorie,Rijksmonument,Hoofdstraat,Hoogezand
"Kerklaan 55, Scheemda",Rijksmonument,Kerklaan,Scheemda
"Kalisstraat 1, Meijel",Rijksmonument,Kalisstraat,Meijel
Pastorie Hervormde Kerk,Rijksmonument,De Noord,Ilpendam
"Dorpstraat 30, Jabeek",Rijksmonument,Dorpstraat,Jabeek
"Klompestraat 9, Noorbeek",Rijksmonument,Klompestraat,Noorbeek
