col0,col1,col2,col3
Bardowick Bruch,Germany,Lüneburg,rural settlement
Wehlen,Germany,Harburg,rural settlement
Thonhof,Germany,Harburg,rural settlement
Hansahlen,Germany,Schneverdingen,rural settlement
Benninghöfen,Germany,Schneverdingen,rural settlement
Gallhorn,Germany,Schneverdingen,rural settlement
Hemsen,Germany,Schneverdingen,rural settlement
Wieckhorst,Germany,Schneverdingen,rural settlement
Dannhorst,Germany,Schneverdingen,rural settlement
Einem,Germany,Schneverdingen,rural settlement
Reimerdingen,Germany,Heidekreis,rural settlement
Hillern,Germany,Schneverdingen,rural settlement
Freyersen,Germany,Schneverdingen,rural settlement
Tütsberg,Germany,Schneverdingen,rural settlement
