col0,col1,col2,col3,col4,col5
1998 Austrian Badminton Championships,1999 Austrian Badminton Championships,WikiProject Badminton/tournament focus list,national championship,Austrian Badminton Championships,1998 Austrian Badminton Championships – Men's doubles
1997 Austrian Badminton Championships,1998 Austrian Badminton Championships,WikiProject Badminton/tournament focus list,national championship,Austrian Badminton Championships,1997 Austrian Badminton Championships – Men's doubles
1996 Austrian Badminton Championships,1997 Austrian Badminton Championships,WikiProject Badminton/tournament focus list,national championship,Austrian Badminton Championships,1996 Austrian Badminton Championships – Men's doubles
1995 Austrian Badminton Championships,1996 Austrian Badminton Championships,WikiProject Badminton/tournament focus list,national championship,Austrian Badminton Championships,1995 Austrian Badminton Championships – Men's doubles
1994 Austrian Badminton Championships,1995 Austrian Badminton Championships,WikiProject Badminton/tournament focus list,national championship,Austrian Badminton Championships,1994 Austrian Badminton Championships – Men's doubles
2002 Austrian Badminton Championships,2003 Austrian Badminton Championships,WikiProject Badminton/tournament focus list,national championship,Austrian Badminton Championships,2002 Austrian Badminton Championships – Men's doubles
2016 Austrian Badminton Championships,2017 Austrian Badminton Championships,WikiProject Badminton/tournament focus list,national championship,Austrian Badminton Championships,2016 Austrian Badminton Championships – Men's doubles
1979 Austrian Badminton Championships,1980 Austrian Badminton Championships,WikiProject Badminton/tournament focus list,national championship,Austrian Badminton Championships,1979 Austrian Badminton Championships – Men's doubles
1977 Austrian Badminton Championships,1978 Austrian Badminton Championships,WikiProject Badminton/tournament focus list,national championship,Austrian Badminton Championships,1977 Austrian Badminton Championships – Men's doubles
1976 Austrian Badminton Championships,1977 Austrian Badminton Championships,WikiProject Badminton/tournament focus list,national championship,Austrian Badminton Championships,1976 Austrian Badminton Championships – Men's doubles
