col0,col1,col2,col3,col4
Kolbsheim synagogue,France,Kolbsheim,Alemannia Judaica,warehouse
Ribeauvillé synagogue,France,Ribeauvillé,Alemannia Judaica,synagogue
Puttelange-aux-Lacs synagogue,France,Puttelange-aux-Lacs,Le Site du Judaïsme d'Alsace et de Lorraine,synagogue
Offendorf synagogue,France,Offendorf,Alemannia Judaica,synagogue
Niederrœdern synagogue,France,Niederrœdern,Alemannia Judaica,synagogue
Synagoge,Germany,Neunkirchen,Straßenlexikon Neunkirchen,synagogue
Lauterbourg synagogue,France,Lauterbourg,Alemannia Judaica,synagogue
Kolbsheim synagogue,France,Kolbsheim,Alemannia Judaica,synagogue
Itterswiller synagogue,France,Itterswiller,Alemannia Judaica,synagogue
Insming synagogue,France,Insming,Le Site du Judaïsme d'Alsace et de Lorraine,synagogue
Imling synagogue,France,Imling,Le Site du Judaïsme d'Alsace et de Lorraine,synagogue
Hattstatt synagogue,France,Hattstatt,jüdische-gemeinden.de,synagogue
Grussenheim synagogue,France,Grussenheim,Alemannia Judaica,synagogue
