col0,col1,col2,col3,col4
Municipal elections 2012 in Merijärvi in Finland,2012 Finnish municipal elections,National Coalition Party,Merijärvi municipal council,2012-10-28
Municipal elections 2012 in Masku in Finland,2012 Finnish municipal elections,Green League,Masku municipal council,2012-10-28
Municipal elections 2012 in Marttila in Finland,2012 Finnish municipal elections,National Coalition Party,Marttila municipal council,2012-10-28
Municipal elections 2012 in Malax in Finland,2012 Finnish municipal elections,Social Democratic Party of Finland,Malax municipal council,2012-10-28
Municipal elections 2012 in Luumäki in Finland,2012 Finnish municipal elections,Green League,Luumäki municipal council,2012-10-28
Municipal elections 2012 in Larsmo in Finland,2012 Finnish municipal elections,Social Democratic Party of Finland,Larsmo municipal council,2012-10-28
Municipal elections 2012 in Lumijoki in Finland,2012 Finnish municipal elections,National Coalition Party,Lumijoki municipal council,2012-10-28
Municipal elections 2012 in Luhanka in Finland,2012 Finnish municipal elections,National Coalition Party,Luhanka municipal council,2012-10-28
Municipal elections 2012 in Loviisa in Finland,2012 Finnish municipal elections,Left Alliance,Loviisa City Council,2012-10-28
Municipal elections 2012 in Lohja in Finland,2012 Finnish municipal elections,Green League,Lohja City Council,2012-10-28
