col0,col1,col2,col3
Oum El Bouaghi Province,Algeria,Oum El Bouaghi,Algeria
Djelfa Province,Algeria,Djelfa,Algeria
Skikda Province,Algeria,Skikda,Algeria
Médéa Province,Algeria,Médéa,Algeria
Khenchela Province,Algeria,Khenchela,Algeria
El Oued Province,Algeria,El Oued,Algeria
Tébessa Province,Algeria,Tébessa,Algeria
Ouargla Province,Algeria,Ouargla,Algeria
Sidi Bel Abbès Province,Algeria,Sidi Bel Abbès,Algeria
Chlef Province,Algeria,Chlef,Algeria
Mostaganem Province,Algeria,Mostaganem,Algeria
Naama Province,Algeria,Naâma,Algeria
El Tarf Province,Algeria,El Taref,Algeria
Boumerdès Province,Algeria,Boumerdès,Algeria
Aïn Témouchent Province,Algeria,Aïn Témouchent,Algeria
