col0,col1,col2,col3
I'm Done,Shueisha,Somthin' to See,Win!!
Somthin' to See,Shueisha,The Light of Seirin's,I'm Done
The Light of Seirin's,Shueisha,Who the Hell Are You?,Somthin' to See
Who the Hell Are You?,Shueisha,Quit Screwing Around!,The Light of Seirin's
Quit Screwing Around!,Shueisha,I'm Glad I've Come This Far,Who the Hell Are You?
I'm Glad I've Come This Far,Shueisha,Where'd He Go!?,Quit Screwing Around!
Where'd He Go!?,Shueisha,I Don't Want to Lose!,I'm Glad I've Come This Far
I Don't Want to Lose!,Shueisha,Please Win,Where'd He Go!?
Please Win,Shueisha,Nothing but Garbage,I Don't Want to Lose!
Nothing but Garbage,Shueisha,I'll Squash You,Please Win
