col0,col1,col2,col3,col4
Drachenfelsstraße 16,Drachenfelsstraße,Germany,construction,Königswinter-Altstadt
Drachenfelsstraße 14,Drachenfelsstraße,Germany,construction,Königswinter-Altstadt
Hauptstraße 377,Hauptstraße,Germany,construction,Königswinter-Altstadt
Niebuhrstraße 54,Niebuhrstraße,Germany,construction,Gronau
Niebuhrstraße 46,Niebuhrstraße,Germany,construction,Gronau
Friedensplatz 12,Friedensplatz,Germany,Planning Application,Bonn-Zentrum
Münsterplatz 9,Poststraße,Germany,construction,Bonn-Zentrum
Poststraße 9,Poststraße,Germany,construction,Bonn-Zentrum
Poststraße 18,Poststraße,Germany,construction,Bonn-Zentrum
Poststraße 14,Poststraße,Germany,construction,Bonn-Zentrum
Poststraße 11,Poststraße,Germany,construction,Bonn-Zentrum
