col0,col1,col2,col3
Ahab,Horsemen of Apocalypse,Ahab,superhuman durability
Donald Pierce,Hellfire Club,Donald Pierce,superhuman durability
Garrison Kane,Weapon X,Garrison Kane,superhuman durability
Donald Pierce,Purifiers,Donald Pierce,superhuman durability
Robotman,Doom Patrol,Robotman,superhuman durability
Cyborgirl,Secret Society of Super Villains,Cyborgirl,superhuman durability
Bloodshot,Unity,Bloodshot,shapeshifting
Hank Henshaw,Manhunters,Hank Henshaw,shapeshifting
Bloodshot,Unity,Bloodshot,superhuman speed
Cyborgirl,Villainy Inc.,Cyborgirl,superhuman speed
