col0,col1,col2,col3,col4,col5
Torno,Brazil,GLAM Museu Paulista,metal,part,Brazil
Torno,Brazil,GLAM Museu Paulista,metal,part,Brazil
Lâmina,Brazil,GLAM Museu Paulista,metal,part,Brazil
Lâmina,Brazil,GLAM Museu Paulista,metal,part,Brazil
Lâmina,Brazil,GLAM Museu Paulista,metal,part,Brazil
Prumo,Brazil,GLAM Museu Paulista,metal,plumbline,Brazil
Rebolo,Brazil,GLAM Museu Paulista,metal,grindstone,Brazil
Copo,Brazil,GLAM Museu Paulista,brass,cup with stem,Brazil
Copo,Brazil,GLAM Museu Paulista,brass,cup with stem,Brazil
Copo,Brazil,GLAM Museu Paulista,brass,cup with stem,Brazil
