col0,col1,col2,col3,col4
2016 China Open,snooker tournament,World Professional Billiards and Snooker Association,2016-01-01,2017 China Open
2016 World Grand Prix,snooker tournament,World Professional Billiards and Snooker Association,2016-01-01,2017 World Grand Prix
2015 IBSF World Snooker Championship – Men's,snooker tournament,International Billiards and Snooker Federation,2015-01-01,2016 IBSF World Snooker Championship – Men's
2006 IBSF World Grand Prix,snooker tournament,International Billiards and Snooker Federation,2006-01-01,2006 IBSF World Snooker Championship
2015 IBSF World Under-18 Snooker Championship,snooker tournament,International Billiards and Snooker Federation,2015-01-01,2016 IBSF World Under-18 Snooker Championship
2016 Masters,snooker tournament,World Professional Billiards and Snooker Association,2016-01-01,2017 Masters
2015 Champion of Champions,snooker tournament,World Professional Billiards and Snooker Association,2015-01-01,2016 Champion of Champions
2015 IBSF World Under-21 Snooker Championship,snooker tournament,International Billiards and Snooker Federation,2015-01-01,2016 IBSF World Under-21 Snooker Championship
2015 World Cup,snooker tournament,World Professional Billiards and Snooker Association,2015-01-01,2017 World Cup
Players Tour Championship 2014/2015 – Finals,snooker tournament,World Professional Billiards and Snooker Association,2015-01-01,Players Tour Championship 2015/2016 – Finals
2015 World Grand Prix,snooker tournament,World Professional Billiards and Snooker Association,2015-01-01,2016 World Grand Prix
