col0,col1,col2,col3
QGY-7703,human papilloma virus related endocervical adenocarcinoma,cell line,HeLa
QGY-7701,human papilloma virus related endocervical adenocarcinoma,cell line,HeLa
P4 MAGI CCR5+,human papilloma virus related endocervical adenocarcinoma,cell line,HeLa
OST,human papilloma virus related endocervical adenocarcinoma,cell line,HeLa
OMC685,human papilloma virus related endocervical adenocarcinoma,cell line,HeLa
OF,human papilloma virus related endocervical adenocarcinoma,cell line,HeLa
OE,human papilloma virus related endocervical adenocarcinoma,cell line,HeLa
NCTC 3075,human papilloma virus related endocervical adenocarcinoma,cell line,HeLa
NCTC 2544,human papilloma virus related endocervical adenocarcinoma,cell line,HeLa
MT-1,human papilloma virus related endocervical adenocarcinoma,cell line,HeLa
MS,human papilloma virus related endocervical adenocarcinoma,cell line,HeLa
Minnesota EE,human papilloma virus related endocervical adenocarcinoma,cell line,HeLa
MC4000,human papilloma virus related endocervical adenocarcinoma,cell line,HeLa
MaTu,human papilloma virus related endocervical adenocarcinoma,cell line,HeLa
MAC-21,human papilloma virus related endocervical adenocarcinoma,cell line,HeLa
