col0,col1,col2,col3,col4
Madame Tutli-Putli,English,Marcy Page,Clyde Henry Productions,National Film Board of Canada
Christmas Cracker,English,Tom Daly,Norman McLaren,National Film Board of Canada
The Pirates! In an Adventure with Scientists!,English,David Sproxton,Peter Lord,Sony Pictures Animation
Corpse Bride,English,Tim Burton,Mike Johnson,Laika
ParaNorman,English,Travis Knight,Sam Fell,Laika
The Secret Life of Pets,English,Chris Meledandri,Chris Renaud,Illumination
The Nightmare Before Christmas,English,Tim Burton,Henry Selick,Touchstone Pictures
The Pirates! In an Adventure with Scientists!,English,David Sproxton,Peter Lord,Aardman Animations
The Nightmare Before Christmas,English,Tim Burton,Henry Selick,Walt Disney Pictures
38 Parrots,Russian,Soyuzmultfilm,Ivan Ufimtsev,Soyuzmultfilm
Fantastic Mr. Fox,English,Wes Anderson,Wes Anderson,Indian Paintbrush
Corpse Bride,English,Tim Burton,Tim Burton,Tim Burton Productions
The Nightmare Before Christmas,English,Denise Di Novi,Henry Selick,Skellington Productions
Fantastic Mr. Fox,English,Wes Anderson,Wes Anderson,Fox Animation Studios
Coraline,English,Henry Selick,Henry Selick,Laika
