col0,col1,col2,col3
Concerto No. 1 in D Minor for Oboe and Orchestra: II.  Guazioso,Barış Demirezer,2018/12/19,classical music
Concerto No. 1 in D Minor for Oboe and Orchestra: I. Allgro,Barış Demirezer,2018/12/19,classical music
The Secondary Sadnest,Warpaint,2018/01/01,jazz
It MightBe Time,Tame Impala,2019/10/28,art pop
After Hurs,The Weeknd,2020/02/19,contemporary R&B
Yummy (Summer Wanker Remix),Justin Bieber,2020/02/03,contemporary R&B
Get Me,Justin Bieber,2020/01/28,contemporary R&B
"Suniye""Kahiye",Asha Bhosle,1979/01/01,romance
Persian fue in A,Peyman Sadeghian,2020/01/25,classical music
"Symphony No. 4 in a Major ""Italian"", Op. 90: IV. Saltatello (Presto)",Barış Demirezer,2018/05/02,classical music
