col0,col1,col2,col3,col4
Gmina Radzanowo,Poland,Radzanowo,Gmina Bielsk,Płock County
Gmina Nowy Duninów,Poland,Nowy Duninów,Płock,Płock County
Gmina Nadarzyn,Poland,Nadarzyn,Gmina Żabia Wola,Pruszków County
Gmina Drzycim,Poland,Drzycim,Gmina Jeżewo,Świecie County
Gmina Baruchowo,Poland,Baruchowo,Gmina Lubień Kujawski,Włocławek County
Gmina Miłkowice,Poland,"Miłkowice, Lower Silesian Voivodeship",Legnica,Legnica County
Gmina Mysłakowice,Poland,Mysłakowice,Jelenia Góra,Jelenia Góra County
Gmina Czerwin,Poland,Czerwin,Gmina Stary Lubotyń,Ostrołęka County
Gmina Rzekuń,Poland,Rzekuń,Gmina Miastkowo,Ostrołęka County
Gmina Czerwin,Poland,Czerwin,Gmina Śniadowo,Ostrołęka County
Gmina Rzekuń,Poland,Rzekuń,Gmina Młynarze,Ostrołęka County
Gmina Czerwin,Poland,Czerwin,Gmina Ostrów Mazowiecka,Ostrołęka County
