col0,col1,col2,col3
Hermitage of San Miguel de Arretxinaga,Camino del Norte,ermita,Markina-Xemein
Chapel of Nuestra Señora de la Cabeza,Old Town of Ávila with its Extra-Muros Churches,ermita,Ávila
hermitage of Saint Roch,Ateca cemetery,ermita,Ateca
"Hermitage of Santa Elena, Irun",Camino del Interior,monument,Irun
"Hermitage of Santa Lucía, Sos del Rey Católico",Sos del Rey Católico,ermita,Sos del Rey Católico
Ermita de San Martín de Abendaño,Camino del Interior,ermita,Vitoria-Gasteiz
Hermitage of San Juan de Arrarain,Camino del Interior,ermita,Elburgo/Burgelu
Kalbaixoa,Camino del Norte,ermita,Mutriku
"Hermitage of San Telmo, Zumaia",Camino del Norte,ermita,Zumaia
Hermitage of the Christ of the Doctrines,University and Historic Precinct of Alcalá de Henares,monument,Alcalá de Henares
Ermita de Santa Bárbara,Iglesia y muralla del Tozal del Muro,ermita,La Fueva
