col0,col1,col2,col3,col4
Echinus Geyser,geyser,Wyoming,United States of America,Yellowstone National Park
Dilemma Geyser,geyser,Wyoming,United States of America,Yellowstone National Park
Bulger Geyser,geyser,Teton County,United States of America,Yellowstone National Park
Box Spring,geyser,Wyoming,United States of America,Yellowstone National Park
Botryoidal Spring,geyser,Wyoming,United States of America,Yellowstone National Park
Big Cone,geyser,Wyoming,United States of America,Yellowstone National Park
Bead Geyser,geyser,Wyoming,United States of America,Yellowstone National Park
Artesia Geyser,geyser,Wyoming,United States of America,Yellowstone National Park
Atomizer Geyser,geyser,Teton County,United States of America,Yellowstone National Park
Vent Geyser,geyser,Teton County,United States of America,Yellowstone National Park
Cliff Geyser,geyser,Teton County,United States of America,Yellowstone National Park
Pink Geyser,geyser,Wyoming,United States of America,Yellowstone National Park
A-0 Geyser,geyser,Wyoming,United States of America,Yellowstone National Park
