col0,col1,col2,col3
Bob Dylan World Tour 1966,United States of America,1966-02-04,Bob Dylan England Tour 1965
Fleetwood Mac Live,United States of America,2013-04-04,Unleashed
Against the Grain Tour,United States of America,1991-06-07,No Control Tour
Tattoo the Earth,United States of America,2000-07-14,World Domination Tour
Red Hot Chili Peppers 2013/2014 Tour,United States of America,2013-05-11,I'm with You World Tour
Fleetwood Mac tour,United States of America,1975-05-15,Heroes Are Hard to Find Tour
Rumours Tour,United States of America,1977-02-24,Fleetwood Mac tour
History of the Eagles Tour,United States of America,2013-07-06,Long Road Out of Eden Tour
The 20/20 Experience World Tour,United States of America,2013-11-06,Legends of the Summer
In A World Like This Tour,United States of America,2013-05-25,NKOTBSB Tour
