col0,col1,col2,col3
Ziegler hospital ball fountain,Ziegler hospital,Bern-Mittelland administrative district,Category:Public art in Bern
the silent doorman,Kirchenfeldbrücke,Bern-Mittelland administrative district,Category:Public art in Bern
ÜBER-SETZEN,Cemetry Bümpliz,Bern-Mittelland administrative district,Category:Public art in Bern
aaruf - aarab,animal park Dählhölzli,Bern-Mittelland administrative district,Category:Public art in Bern
PH 14,Inselspital,Bern-Mittelland administrative district,Category:Public art in Bern
Ziegler hospital ball fountain,Ziegler hospital,Mattenhof-Weissenbühl,Category:Public art in Bern
PH 14,Inselspital,Mattenhof-Weissenbühl,Category:Public art in Bern
The 4th place,Grosse Schanze,canton of Bern,Category:Public art in Bern
as the crow flies Bern-Schwäbisch Hall,Brünnengut,canton of Bern,Category:Public art in Bern
Willy Liechti memorial fountain,Tscharnergut quarter,canton of Bern,Category:Public art in Bern
Ziegler hospital ball fountain,Ziegler hospital,canton of Bern,Category:Public art in Bern
the silent doorman,Kirchenfeldbrücke,canton of Bern,Category:Public art in Bern
ÜBER-SETZEN,Cemetry Bümpliz,canton of Bern,Category:Public art in Bern
aaruf - aarab,animal park Dählhölzli,canton of Bern,Category:Public art in Bern
PH 14,Inselspital,canton of Bern,Category:Public art in Bern
