col0,col1,col2,col3
Probable phosphoribosylglycinamide formyltransferase 2,protein,ATP-grasp fold,Probable phosphoribosylglycinamide formyltransferase 2 (PurT) MAB_1191c
Probable glycosyl transferase MAB_3931c,protein,"Glycosyltransferase subfamily 4-like, N-terminal domain",Probable glycosyl transferase MAB_3931c
Probable peptide synthetase MbtE MAB_2248,protein,Phosphopantetheine binding ACP domain,Probable peptide synthetase MbtE MAB_2248
Hypothetical protein MAB_2484c,protein,Haemin-degrading HemS/ChuX domain,Hypothetical protein MAB_2484c
Hypothetical MCE-family protein LprN MAB_4149c,protein,Mce/MlaD,Hypothetical MCE-family protein LprN MAB_4149c
Putative medium-chain acyl-CoA ligase MAB_3592c,protein,"AMP-binding, conserved site",Putative medium-chain acyl-CoA ligase MAB_3592c
Probable glycosyl transferase MAB_1014c,protein,"Glycosyltransferase subfamily 4-like, N-terminal domain",Probable glycosyl transferase MAB_1014c
Seryl-tRNA synthetase,protein,"Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)",seryl-tRNA synthetase (SerS) MAB_0153
Hypothetical protein MAB_2534c,protein,GAF domain,hypothetical protein MAB_2534c
Probable adenine phosphoribosyltransferase MAB_2877c,protein,Phosphoribosyltransferase domain,Probable adenine phosphoribosyltransferase MAB_2877c
Sulfonate ABC transporter periplasmic sulfonate-binding protein SsuA MAB_2218,transport protein,Solute-binding protein  family 3/N-terminal domain of MltF,Sulfonate ABC transporter periplasmic sulfonate-binding protein SsuA MAB_2218
Putative iron-sulfur binding oxidoreductase MAB_2503c,protein,FAD dependent oxidoreductase domain,Putative iron-sulfur binding oxidoreductase MAB_2503c
Putative hydrolase MAB_2611,protein,"Sucrose-phosphatase-like, N-terminal",Putative hydrolase MAB_2611
