col0,col1,col2,col3
1990 Israeli Badminton Championships,Israeli Badminton Championships,national championship,1989 Israeli Badminton Championships
1989 Israeli Badminton Championships,Israeli Badminton Championships,national championship,1988 Israeli Badminton Championships
1988 Israeli Badminton Championships,Israeli Badminton Championships,national championship,1987 Israeli Badminton Championships
1987 Israeli Badminton Championships,Israeli Badminton Championships,national championship,1986 Israeli Badminton Championships
1986 Israeli Badminton Championships,Israeli Badminton Championships,national championship,1985 Israeli Badminton Championships
1985 Israeli Badminton Championships,Israeli Badminton Championships,national championship,1984 Israeli Badminton Championships
1984 Israeli Badminton Championships,Israeli Badminton Championships,national championship,1983 Israeli Badminton Championships
1983 Israeli Badminton Championships,Israeli Badminton Championships,national championship,1982 Israeli Badminton Championships
1982 Israeli Badminton Championships,Israeli Badminton Championships,national championship,1981 Israeli Badminton Championships
1981 Israeli Badminton Championships,Israeli Badminton Championships,national championship,1980 Israeli Badminton Championships
