col0,col1,col2,col3
The Caligula Effect: Overdose,Nippon Ichi Software,The Caligula Effect,Nintendo Switch
The Walking Dead: The Telltale Definitive Series,Skybound Games,The Walking Dead,Nintendo Switch
The Binding of Isaac: Rebirth,Nicalis,The Binding of Isaac,Nintendo Switch
Crash Team Racing Nitro-Fueled,Sega,Crash Team Racing,Nintendo Switch
Sniper Elite V2 Remastered,Rebellion Developments,Sniper Elite V2,Nintendo Switch
The Binding of Isaac: Rebirth,Nicalis,The Binding of Isaac,New Nintendo 3DS
The Walking Dead: The Telltale Definitive Series,Skybound Games,The Walking Dead,Xbox One
Red Faction Guerrilla Re-Mars-tered,THQ Nordic,Red Faction: Guerrilla,Xbox One
Dead Island: Definitive Edition,Deep Silver,Dead Island,Xbox One
The Binding of Isaac: Rebirth,Nicalis,The Binding of Isaac,Xbox One
Dead Island Riptide: Definitive Edition,Deep Silver,Dead Island: Riptide,Xbox One
Crash Team Racing Nitro-Fueled,Sega,Crash Team Racing,Xbox One
Resident Evil 3,Capcom,Resident Evil 3: Nemesis,Xbox One
Sniper Elite V2 Remastered,Rebellion Developments,Sniper Elite V2,Xbox One
